"domainID","siteID","horizontalPosition","verticalPosition","startDateTime","endDateTime","DO","pH","turb","date","time"
"D04","CUPE","102","100",2019-09-30 17:39:59,2019-09-30 17:39:59,7.75,7.96,30.15,2019-09-30,"17:39:59"
"D04","CUPE","102","100",2019-09-30 17:40:59,2019-09-30 17:40:59,7.75,7.96,30.15,2019-09-30,"17:40:59"
"D04","CUPE","102","100",2019-09-30 17:41:59,2019-09-30 17:41:59,7.77,7.96,30.11,2019-09-30,"17:41:59"
"D04","CUPE","102","100",2019-09-30 17:42:59,2019-09-30 17:42:59,7.77,7.97,30.15,2019-09-30,"17:42:59"
"D04","CUPE","102","100",2019-09-30 17:43:59,2019-09-30 17:43:59,7.76,7.93,30.1,2019-09-30,"17:43:59"
"D04","CUPE","102","100",2019-09-30 17:44:59,2019-09-30 17:44:59,7.76,7.97,30.14,2019-09-30,"17:44:59"
"D04","CUPE","102","100",2019-09-30 17:45:59,2019-09-30 17:45:59,7.76,7.97,30.16,2019-09-30,"17:45:59"
"D04","CUPE","102","100",2019-09-30 17:46:59,2019-09-30 17:46:59,7.76,7.96,30.12,2019-09-30,"17:46:59"
"D04","CUPE","102","100",2019-09-30 17:47:59,2019-09-30 17:47:59,7.76,7.96,30.16,2019-09-30,"17:47:59"
"D04","CUPE","102","100",2019-09-30 17:48:59,2019-09-30 17:48:59,7.76,7.96,30.16,2019-09-30,"17:48:59"
"D04","CUPE","102","100",2019-09-30 17:49:59,2019-09-30 17:49:59,7.75,7.96,30.15,2019-09-30,"17:49:59"
"D04","CUPE","102","100",2019-09-30 17:50:59,2019-09-30 17:50:59,7.75,7.96,30.14,2019-09-30,"17:50:59"
"D04","CUPE","102","100",2019-09-30 17:51:59,2019-09-30 17:51:59,7.75,7.96,30.19,2019-09-30,"17:51:59"
"D04","CUPE","102","100",2019-09-30 17:52:59,2019-09-30 17:52:59,7.75,7.96,30.19,2019-09-30,"17:52:59"
"D04","CUPE","102","100",2019-09-30 17:53:59,2019-09-30 17:53:59,7.75,7.95,30.14,2019-09-30,"17:53:59"
"D04","CUPE","102","100",2019-09-30 17:54:59,2019-09-30 17:54:59,7.74,7.96,30.15,2019-09-30,"17:54:59"
"D04","CUPE","102","100",2019-09-30 17:55:59,2019-09-30 17:55:59,7.75,7.96,30.15,2019-09-30,"17:55:59"
"D04","CUPE","102","100",2019-09-30 17:56:59,2019-09-30 17:56:59,7.75,7.96,30.14,2019-09-30,"17:56:59"
"D04","CUPE","102","100",2019-09-30 17:57:59,2019-09-30 17:57:59,7.75,7.96,30.15,2019-09-30,"17:57:59"
"D04","CUPE","102","100",2019-09-30 17:58:59,2019-09-30 17:58:59,7.74,7.95,30.14,2019-09-30,"17:58:59"
"D04","CUPE","102","100",2019-09-30 17:59:59,2019-09-30 17:59:59,7.74,7.95,30.16,2019-09-30,"17:59:59"
"D04","CUPE","102","100",2019-09-30 18:00:59,2019-09-30 18:00:59,7.74,7.95,30.16,2019-09-30,"18:00:59"
"D04","CUPE","102","100",2019-09-30 18:01:59,2019-09-30 18:01:59,7.74,7.94,30.12,2019-09-30,"18:01:59"
"D04","CUPE","102","100",2019-09-30 18:02:59,2019-09-30 18:02:59,7.74,7.95,30.16,2019-09-30,"18:02:59"
"D04","CUPE","102","100",2019-09-30 18:03:59,2019-09-30 18:03:59,7.74,7.92,30.17,2019-09-30,"18:03:59"
"D04","CUPE","102","100",2019-09-30 18:04:59,2019-09-30 18:04:59,7.75,7.95,30.14,2019-09-30,"18:04:59"
"D04","CUPE","102","100",2019-09-30 18:05:59,2019-09-30 18:05:59,7.75,7.95,30.13,2019-09-30,"18:05:59"
"D04","CUPE","102","100",2019-09-30 18:06:59,2019-09-30 18:06:59,7.75,7.95,30.12,2019-09-30,"18:06:59"
"D04","CUPE","102","100",2019-09-30 18:07:59,2019-09-30 18:07:59,7.75,7.96,30.18,2019-09-30,"18:07:59"
"D04","CUPE","102","100",2019-09-30 18:08:59,2019-09-30 18:08:59,7.74,7.93,30.13,2019-09-30,"18:08:59"
"D04","CUPE","102","100",2019-09-30 18:09:59,2019-09-30 18:09:59,7.75,7.96,30.11,2019-09-30,"18:09:59"
"D04","CUPE","102","100",2019-09-30 18:10:59,2019-09-30 18:10:59,7.76,7.96,30.15,2019-09-30,"18:10:59"
"D04","CUPE","102","100",2019-09-30 18:11:59,2019-09-30 18:11:59,7.76,7.96,30.16,2019-09-30,"18:11:59"
"D04","CUPE","102","100",2019-09-30 18:12:59,2019-09-30 18:12:59,7.76,7.96,30.16,2019-09-30,"18:12:59"
"D04","CUPE","102","100",2019-09-30 18:13:59,2019-09-30 18:13:59,7.77,7.95,30.14,2019-09-30,"18:13:59"
"D04","CUPE","102","100",2019-09-30 18:14:59,2019-09-30 18:14:59,7.76,7.97,30.15,2019-09-30,"18:14:59"
"D04","CUPE","102","100",2019-09-30 18:15:59,2019-09-30 18:15:59,7.76,7.97,30.14,2019-09-30,"18:15:59"
"D04","CUPE","102","100",2019-09-30 18:16:59,2019-09-30 18:16:59,7.75,7.96,30.1,2019-09-30,"18:16:59"
"D04","CUPE","102","100",2019-09-30 18:17:59,2019-09-30 18:17:59,7.76,7.97,30.11,2019-09-30,"18:17:59"
"D04","CUPE","102","100",2019-09-30 18:18:59,2019-09-30 18:18:59,7.76,7.93,30.1,2019-09-30,"18:18:59"
"D04","CUPE","102","100",2019-09-30 18:19:59,2019-09-30 18:19:59,7.77,7.97,30.14,2019-09-30,"18:19:59"
"D04","CUPE","102","100",2019-09-30 18:20:59,2019-09-30 18:20:59,7.76,7.97,30.08,2019-09-30,"18:20:59"
"D04","CUPE","102","100",2019-09-30 18:21:59,2019-09-30 18:21:59,7.76,7.97,30.1,2019-09-30,"18:21:59"
"D04","CUPE","102","100",2019-09-30 18:22:59,2019-09-30 18:22:59,7.76,7.97,30.1,2019-09-30,"18:22:59"
"D04","CUPE","102","100",2019-09-30 18:23:59,2019-09-30 18:23:59,7.74,7.96,30.12,2019-09-30,"18:23:59"
"D04","CUPE","102","100",2019-09-30 18:24:59,2019-09-30 18:24:59,7.75,7.97,30.14,2019-09-30,"18:24:59"
"D04","CUPE","102","100",2019-09-30 18:25:59,2019-09-30 18:25:59,7.75,7.97,30.14,2019-09-30,"18:25:59"
"D04","CUPE","102","100",2019-09-30 18:26:59,2019-09-30 18:26:59,7.75,7.97,30.11,2019-09-30,"18:26:59"
"D04","CUPE","102","100",2019-09-30 18:27:59,2019-09-30 18:27:59,7.76,7.98,30.13,2019-09-30,"18:27:59"
"D04","CUPE","102","100",2019-09-30 18:28:59,2019-09-30 18:28:59,7.77,7.94,30.12,2019-09-30,"18:28:59"
"D04","CUPE","102","100",2019-09-30 18:29:59,2019-09-30 18:29:59,7.77,7.98,30.13,2019-09-30,"18:29:59"
"D04","CUPE","102","100",2019-09-30 18:30:59,2019-09-30 18:30:59,7.77,7.98,30.14,2019-09-30,"18:30:59"
"D04","CUPE","101","100",2019-10-01 17:30:00,2019-10-01 17:30:00,7.86,7.98,0.92,2019-10-01,"17:30:00"
"D04","CUPE","101","100",2019-10-01 17:31:00,2019-10-01 17:31:00,7.86,7.98,0.91,2019-10-01,"17:31:00"
"D04","CUPE","101","100",2019-10-01 17:32:00,2019-10-01 17:32:00,7.86,7.98,0.94,2019-10-01,"17:32:00"
"D04","CUPE","101","100",2019-10-01 17:33:00,2019-10-01 17:33:00,7.86,7.98,2.37,2019-10-01,"17:33:00"
"D04","CUPE","101","100",2019-10-01 17:34:00,2019-10-01 17:34:00,7.86,7.97,0.94,2019-10-01,"17:34:00"
"D04","CUPE","101","100",2019-10-01 17:35:00,2019-10-01 17:35:00,7.86,7.98,0.94,2019-10-01,"17:35:00"
"D04","CUPE","101","100",2019-10-01 17:36:00,2019-10-01 17:36:00,7.86,7.98,0.97,2019-10-01,"17:36:00"
"D04","CUPE","101","100",2019-10-01 17:37:00,2019-10-01 17:37:00,7.86,7.97,0.89,2019-10-01,"17:37:00"
"D04","CUPE","101","100",2019-10-01 17:38:00,2019-10-01 17:38:00,7.86,7.97,2.35,2019-10-01,"17:38:00"
"D04","CUPE","101","100",2019-10-01 17:39:00,2019-10-01 17:39:00,7.86,7.98,0.93,2019-10-01,"17:39:00"
"D04","CUPE","101","100",2019-10-01 17:40:00,2019-10-01 17:40:00,7.86,7.97,0.95,2019-10-01,"17:40:00"
"D04","CUPE","101","100",2019-10-01 17:41:00,2019-10-01 17:41:00,7.86,7.97,0.91,2019-10-01,"17:41:00"
"D04","CUPE","101","100",2019-10-01 17:42:00,2019-10-01 17:42:00,7.86,7.97,0.92,2019-10-01,"17:42:00"
"D04","CUPE","101","100",2019-10-01 17:43:00,2019-10-01 17:43:00,7.86,7.98,2.39,2019-10-01,"17:43:00"
"D04","CUPE","101","100",2019-10-01 17:44:00,2019-10-01 17:44:00,7.85,7.97,0.92,2019-10-01,"17:44:00"
"D04","CUPE","101","100",2019-10-01 17:45:00,2019-10-01 17:45:00,7.85,7.97,0.9,2019-10-01,"17:45:00"
"D04","CUPE","101","100",2019-10-01 17:46:00,2019-10-01 17:46:00,7.85,7.97,0.91,2019-10-01,"17:46:00"
"D04","CUPE","101","100",2019-10-01 17:47:00,2019-10-01 17:47:00,7.85,7.98,0.98,2019-10-01,"17:47:00"
"D04","CUPE","101","100",2019-10-01 17:48:00,2019-10-01 17:48:00,7.85,7.97,2.48,2019-10-01,"17:48:00"
"D04","CUPE","101","100",2019-10-01 17:49:00,2019-10-01 17:49:00,7.85,7.97,0.95,2019-10-01,"17:49:00"
"D04","CUPE","101","100",2019-10-01 17:50:00,2019-10-01 17:50:00,7.85,7.98,0.95,2019-10-01,"17:50:00"
"D04","CUPE","101","100",2019-10-01 17:51:00,2019-10-01 17:51:00,7.85,7.97,0.96,2019-10-01,"17:51:00"
"D04","CUPE","101","100",2019-10-01 17:52:00,2019-10-01 17:52:00,7.85,7.97,0.96,2019-10-01,"17:52:00"
"D04","CUPE","101","100",2019-10-01 17:53:00,2019-10-01 17:53:00,7.85,7.97,2.32,2019-10-01,"17:53:00"
"D04","CUPE","101","100",2019-10-01 17:54:00,2019-10-01 17:54:00,7.85,7.97,0.93,2019-10-01,"17:54:00"
"D04","CUPE","101","100",2019-10-01 17:55:00,2019-10-01 17:55:00,7.85,7.97,0.89,2019-10-01,"17:55:00"
"D04","CUPE","101","100",2019-10-01 17:56:00,2019-10-01 17:56:00,7.85,7.97,0.96,2019-10-01,"17:56:00"
"D04","CUPE","101","100",2019-10-01 17:57:00,2019-10-01 17:57:00,7.85,7.97,0.96,2019-10-01,"17:57:00"
"D04","CUPE","101","100",2019-10-01 17:58:00,2019-10-01 17:58:00,7.85,7.97,2.46,2019-10-01,"17:58:00"
"D04","CUPE","101","100",2019-10-01 17:59:00,2019-10-01 17:59:00,7.85,7.98,0.89,2019-10-01,"17:59:00"
"D04","CUPE","101","100",2019-10-01 18:00:00,2019-10-01 18:00:00,7.85,7.98,0.93,2019-10-01,"18:00:00"
"D04","CUPE","101","100",2019-10-01 18:01:00,2019-10-01 18:01:00,7.85,7.98,0.92,2019-10-01,"18:01:00"
"D04","CUPE","101","100",2019-10-01 18:02:00,2019-10-01 18:02:00,7.85,7.98,0.91,2019-10-01,"18:02:00"
"D04","CUPE","101","100",2019-10-01 18:03:00,2019-10-01 18:03:00,7.85,7.97,2.39,2019-10-01,"18:03:00"
"D04","CUPE","101","100",2019-10-01 18:04:00,2019-10-01 18:04:00,7.85,7.97,1.01,2019-10-01,"18:04:00"
"D04","CUPE","101","100",2019-10-01 18:05:00,2019-10-01 18:05:00,7.85,7.97,0.92,2019-10-01,"18:05:00"
"D04","CUPE","101","100",2019-10-01 18:06:00,2019-10-01 18:06:00,7.85,7.98,0.96,2019-10-01,"18:06:00"
"D04","CUPE","101","100",2019-10-01 18:07:00,2019-10-01 18:07:00,7.85,7.97,0.97,2019-10-01,"18:07:00"
"D04","CUPE","101","100",2019-10-01 18:08:00,2019-10-01 18:08:00,7.85,7.97,2.6,2019-10-01,"18:08:00"
"D04","CUPE","101","100",2019-10-01 18:09:00,2019-10-01 18:09:00,7.85,7.98,0.93,2019-10-01,"18:09:00"
"D04","CUPE","101","100",2019-10-01 18:10:00,2019-10-01 18:10:00,7.85,7.97,0.94,2019-10-01,"18:10:00"
"D04","CUPE","101","100",2019-10-01 18:11:00,2019-10-01 18:11:00,7.85,7.97,0.97,2019-10-01,"18:11:00"
"D04","CUPE","101","100",2019-10-01 18:12:00,2019-10-01 18:12:00,7.85,7.98,0.9,2019-10-01,"18:12:00"
"D04","CUPE","101","100",2019-10-01 18:13:00,2019-10-01 18:13:00,7.85,7.97,2.3,2019-10-01,"18:13:00"
"D04","CUPE","101","100",2019-10-01 18:14:00,2019-10-01 18:14:00,7.85,7.97,0.94,2019-10-01,"18:14:00"
"D04","CUPE","101","100",2019-10-01 18:15:00,2019-10-01 18:15:00,7.85,7.97,0.94,2019-10-01,"18:15:00"
"D04","CUPE","101","100",2019-10-01 18:16:00,2019-10-01 18:16:00,7.86,7.97,0.9,2019-10-01,"18:16:00"
"D04","CUPE","101","100",2019-10-01 18:17:00,2019-10-01 18:17:00,7.85,7.97,0.96,2019-10-01,"18:17:00"
"D04","CUPE","101","100",2019-10-01 18:18:00,2019-10-01 18:18:00,7.85,7.98,2.42,2019-10-01,"18:18:00"
"D04","CUPE","101","100",2019-10-01 18:19:00,2019-10-01 18:19:00,7.86,7.98,0.94,2019-10-01,"18:19:00"
"D04","CUPE","101","100",2019-10-01 18:20:00,2019-10-01 18:20:00,7.86,7.97,0.9,2019-10-01,"18:20:00"
"D04","CUPE","101","100",2019-10-01 18:21:00,2019-10-01 18:21:00,7.86,7.98,0.92,2019-10-01,"18:21:00"
"D04","CUPE","101","100",2019-10-01 18:22:00,2019-10-01 18:22:00,7.86,7.97,0.91,2019-10-01,"18:22:00"
"D04","CUPE","101","100",2019-10-01 18:23:00,2019-10-01 18:23:00,7.86,7.98,2.28,2019-10-01,"18:23:00"
"D04","CUPE","101","100",2019-10-01 18:24:00,2019-10-01 18:24:00,7.86,7.98,0.94,2019-10-01,"18:24:00"
"D04","CUPE","101","100",2019-10-01 18:25:00,2019-10-01 18:25:00,7.86,7.98,0.92,2019-10-01,"18:25:00"
"D04","CUPE","101","100",2019-10-01 18:26:00,2019-10-01 18:26:00,7.86,7.98,0.94,2019-10-01,"18:26:00"
"D04","CUPE","101","100",2019-10-01 18:27:00,2019-10-01 18:27:00,7.86,7.98,0.93,2019-10-01,"18:27:00"
"D04","CUPE","101","100",2019-10-01 18:28:00,2019-10-01 18:28:00,7.86,7.98,2.33,2019-10-01,"18:28:00"
"D04","CUPE","101","100",2019-10-01 18:29:00,2019-10-01 18:29:00,7.86,7.98,0.93,2019-10-01,"18:29:00"
"D04","CUPE","101","100",2019-10-01 18:30:00,2019-10-01 18:30:00,7.86,7.98,0.88,2019-10-01,"18:30:00"
"D04","CUPE","101","100",2019-10-03 17:30:00,2019-10-03 17:30:00,7.89,8.11,0.68,2019-10-03,"17:30:00"
"D04","CUPE","101","100",2019-10-03 17:31:00,2019-10-03 17:31:00,7.89,8.11,0.7,2019-10-03,"17:31:00"
"D04","CUPE","101","100",2019-10-03 17:32:00,2019-10-03 17:32:00,7.89,8.11,0.7,2019-10-03,"17:32:00"
"D04","CUPE","101","100",2019-10-03 17:33:00,2019-10-03 17:33:00,7.89,8.1,2.1,2019-10-03,"17:33:00"
"D04","CUPE","101","100",2019-10-03 17:34:00,2019-10-03 17:34:00,7.89,8.11,0.66,2019-10-03,"17:34:00"
"D04","CUPE","101","100",2019-10-03 17:35:00,2019-10-03 17:35:00,7.89,8.11,0.68,2019-10-03,"17:35:00"
"D04","CUPE","101","100",2019-10-03 17:36:00,2019-10-03 17:36:00,7.89,8.11,0.64,2019-10-03,"17:36:00"
"D04","CUPE","101","100",2019-10-03 17:37:00,2019-10-03 17:37:00,7.89,8.11,0.67,2019-10-03,"17:37:00"
"D04","CUPE","101","100",2019-10-03 17:38:00,2019-10-03 17:38:00,7.89,8.1,2.02,2019-10-03,"17:38:00"
"D04","CUPE","101","100",2019-10-03 17:39:00,2019-10-03 17:39:00,7.89,8.11,0.65,2019-10-03,"17:39:00"
"D04","CUPE","101","100",2019-10-03 17:40:00,2019-10-03 17:40:00,7.89,8.11,0.67,2019-10-03,"17:40:00"
"D04","CUPE","101","100",2019-10-03 17:41:00,2019-10-03 17:41:00,7.89,8.11,0.7,2019-10-03,"17:41:00"
"D04","CUPE","101","100",2019-10-03 17:42:00,2019-10-03 17:42:00,7.89,8.11,0.7,2019-10-03,"17:42:00"
"D04","CUPE","101","100",2019-10-03 17:43:00,2019-10-03 17:43:00,7.89,8.11,1.99,2019-10-03,"17:43:00"
"D04","CUPE","101","100",2019-10-03 17:44:00,2019-10-03 17:44:00,7.89,8.11,0.72,2019-10-03,"17:44:00"
"D04","CUPE","101","100",2019-10-03 17:45:00,2019-10-03 17:45:00,7.88,8.11,0.68,2019-10-03,"17:45:00"
"D04","CUPE","101","100",2019-10-03 17:46:00,2019-10-03 17:46:00,7.88,8.11,0.69,2019-10-03,"17:46:00"
"D04","CUPE","101","100",2019-10-03 17:47:00,2019-10-03 17:47:00,7.88,8.11,0.63,2019-10-03,"17:47:00"
"D04","CUPE","101","100",2019-10-03 17:48:00,2019-10-03 17:48:00,7.88,8.1,1.87,2019-10-03,"17:48:00"
"D04","CUPE","101","100",2019-10-03 17:49:00,2019-10-03 17:49:00,7.88,8.11,0.67,2019-10-03,"17:49:00"
"D04","CUPE","101","100",2019-10-03 17:50:00,2019-10-03 17:50:00,7.88,8.11,0.68,2019-10-03,"17:50:00"
"D04","CUPE","101","100",2019-10-03 17:51:00,2019-10-03 17:51:00,7.88,8.11,0.69,2019-10-03,"17:51:00"
"D04","CUPE","101","100",2019-10-03 17:52:00,2019-10-03 17:52:00,7.88,8.11,0.67,2019-10-03,"17:52:00"
"D04","CUPE","101","100",2019-10-03 17:53:00,2019-10-03 17:53:00,7.87,8.1,1.86,2019-10-03,"17:53:00"
"D04","CUPE","101","100",2019-10-03 17:54:00,2019-10-03 17:54:00,7.87,8.11,0.66,2019-10-03,"17:54:00"
"D04","CUPE","101","100",2019-10-03 17:55:00,2019-10-03 17:55:00,7.87,8.11,0.68,2019-10-03,"17:55:00"
"D04","CUPE","101","100",2019-10-03 17:56:00,2019-10-03 17:56:00,7.87,8.11,0.67,2019-10-03,"17:56:00"
"D04","CUPE","101","100",2019-10-03 17:57:00,2019-10-03 17:57:00,7.87,8.11,0.7,2019-10-03,"17:57:00"
"D04","CUPE","101","100",2019-10-03 17:58:00,2019-10-03 17:58:00,7.87,8.1,2.09,2019-10-03,"17:58:00"
"D04","CUPE","101","100",2019-10-03 17:59:00,2019-10-03 17:59:00,7.87,8.11,0.64,2019-10-03,"17:59:00"
"D04","CUPE","101","100",2019-10-03 18:00:00,2019-10-03 18:00:00,7.87,8.1,0.66,2019-10-03,"18:00:00"
"D04","CUPE","101","100",2019-10-03 18:01:00,2019-10-03 18:01:00,7.88,8.1,0.69,2019-10-03,"18:01:00"
"D04","CUPE","101","100",2019-10-03 18:02:00,2019-10-03 18:02:00,7.88,8.1,0.67,2019-10-03,"18:02:00"
"D04","CUPE","101","100",2019-10-03 18:03:00,2019-10-03 18:03:00,7.88,8.1,1.95,2019-10-03,"18:03:00"
"D04","CUPE","101","100",2019-10-03 18:04:00,2019-10-03 18:04:00,7.87,8.11,0.68,2019-10-03,"18:04:00"
"D04","CUPE","101","100",2019-10-03 18:05:00,2019-10-03 18:05:00,7.87,8.11,0.66,2019-10-03,"18:05:00"
"D04","CUPE","101","100",2019-10-03 18:06:00,2019-10-03 18:06:00,7.87,8.11,0.73,2019-10-03,"18:06:00"
"D04","CUPE","101","100",2019-10-03 18:07:00,2019-10-03 18:07:00,7.87,8.11,0.66,2019-10-03,"18:07:00"
"D04","CUPE","101","100",2019-10-03 18:08:00,2019-10-03 18:08:00,7.87,8.1,1.9,2019-10-03,"18:08:00"
"D04","CUPE","101","100",2019-10-03 18:09:00,2019-10-03 18:09:00,7.87,8.11,0.66,2019-10-03,"18:09:00"
"D04","CUPE","101","100",2019-10-03 18:10:00,2019-10-03 18:10:00,7.87,8.11,0.69,2019-10-03,"18:10:00"
"D04","CUPE","101","100",2019-10-03 18:11:00,2019-10-03 18:11:00,7.87,8.11,0.75,2019-10-03,"18:11:00"
"D04","CUPE","101","100",2019-10-03 18:12:00,2019-10-03 18:12:00,7.87,8.11,0.68,2019-10-03,"18:12:00"
"D04","CUPE","101","100",2019-10-03 18:13:00,2019-10-03 18:13:00,7.87,8.1,2.01,2019-10-03,"18:13:00"
"D04","CUPE","101","100",2019-10-03 18:14:00,2019-10-03 18:14:00,7.87,8.11,0.68,2019-10-03,"18:14:00"
"D04","CUPE","101","100",2019-10-03 18:15:00,2019-10-03 18:15:00,7.87,8.11,0.68,2019-10-03,"18:15:00"
"D04","CUPE","101","100",2019-10-03 18:16:00,2019-10-03 18:16:00,7.87,8.11,0.65,2019-10-03,"18:16:00"
"D04","CUPE","101","100",2019-10-03 18:17:00,2019-10-03 18:17:00,7.87,8.1,0.71,2019-10-03,"18:17:00"
"D04","CUPE","101","100",2019-10-03 18:18:00,2019-10-03 18:18:00,7.87,8.1,2.01,2019-10-03,"18:18:00"
"D04","CUPE","101","100",2019-10-03 18:19:00,2019-10-03 18:19:00,7.87,8.11,0.71,2019-10-03,"18:19:00"
"D04","CUPE","101","100",2019-10-03 18:20:00,2019-10-03 18:20:00,7.87,8.11,0.73,2019-10-03,"18:20:00"
"D04","CUPE","101","100",2019-10-03 18:21:00,2019-10-03 18:21:00,7.87,8.11,0.69,2019-10-03,"18:21:00"
"D04","CUPE","101","100",2019-10-03 18:22:00,2019-10-03 18:22:00,7.87,8.11,0.65,2019-10-03,"18:22:00"
"D04","CUPE","101","100",2019-10-03 18:23:00,2019-10-03 18:23:00,7.87,8.1,1.84,2019-10-03,"18:23:00"
"D04","CUPE","101","100",2019-10-03 18:24:00,2019-10-03 18:24:00,7.87,8.11,0.69,2019-10-03,"18:24:00"
"D04","CUPE","101","100",2019-10-03 18:25:00,2019-10-03 18:25:00,7.87,8.1,0.75,2019-10-03,"18:25:00"
"D04","CUPE","101","100",2019-10-03 18:26:00,2019-10-03 18:26:00,7.87,8.12,0.68,2019-10-03,"18:26:00"
"D04","CUPE","101","100",2019-10-03 18:27:00,2019-10-03 18:27:00,7.87,8.12,0.68,2019-10-03,"18:27:00"
"D04","CUPE","101","100",2019-10-03 18:28:00,2019-10-03 18:28:00,7.87,8.08,2,2019-10-03,"18:28:00"
"D04","CUPE","101","100",2019-10-03 18:29:00,2019-10-03 18:29:00,7.88,8.1,0.67,2019-10-03,"18:29:00"
"D04","CUPE","101","100",2019-10-03 18:30:00,2019-10-03 18:30:00,7.88,8.1,0.72,2019-10-03,"18:30:00"
"D04","CUPE","102","100",2019-10-01 17:30:00,2019-10-01 17:30:00,7.81,8.06,31.45,2019-10-01,"17:30:00"
"D04","CUPE","102","100",2019-10-01 17:31:00,2019-10-01 17:31:00,7.8,8.06,31.42,2019-10-01,"17:31:00"
"D04","CUPE","102","100",2019-10-01 17:32:00,2019-10-01 17:32:00,7.8,8.06,31.45,2019-10-01,"17:32:00"
"D04","CUPE","102","100",2019-10-01 17:33:00,2019-10-01 17:33:00,7.8,8.02,31.41,2019-10-01,"17:33:00"
"D04","CUPE","102","100",2019-10-01 17:34:00,2019-10-01 17:34:00,7.8,8.06,31.4,2019-10-01,"17:34:00"
"D04","CUPE","102","100",2019-10-01 17:35:00,2019-10-01 17:35:00,7.8,8.06,31.4,2019-10-01,"17:35:00"
"D04","CUPE","102","100",2019-10-01 17:36:00,2019-10-01 17:36:00,7.8,8.05,31.46,2019-10-01,"17:36:00"
"D04","CUPE","102","100",2019-10-01 17:37:00,2019-10-01 17:37:00,7.8,8.05,31.42,2019-10-01,"17:37:00"
"D04","CUPE","102","100",2019-10-01 17:38:00,2019-10-01 17:38:00,7.8,8.05,31.41,2019-10-01,"17:38:00"
"D04","CUPE","102","100",2019-10-01 17:39:00,2019-10-01 17:39:00,7.8,8.05,31.43,2019-10-01,"17:39:00"
"D04","CUPE","102","100",2019-10-01 17:40:00,2019-10-01 17:40:00,7.8,8.05,31.43,2019-10-01,"17:40:00"
"D04","CUPE","102","100",2019-10-01 17:41:00,2019-10-01 17:41:00,7.8,8.05,31.37,2019-10-01,"17:41:00"
"D04","CUPE","102","100",2019-10-01 17:42:00,2019-10-01 17:42:00,7.8,8.06,31.41,2019-10-01,"17:42:00"
"D04","CUPE","102","100",2019-10-01 17:43:00,2019-10-01 17:43:00,7.79,8.02,31.42,2019-10-01,"17:43:00"
"D04","CUPE","102","100",2019-10-01 17:44:00,2019-10-01 17:44:00,7.79,8.06,31.42,2019-10-01,"17:44:00"
"D04","CUPE","102","100",2019-10-01 17:45:00,2019-10-01 17:45:00,7.79,8.06,31.47,2019-10-01,"17:45:00"
"D04","CUPE","102","100",2019-10-01 17:46:00,2019-10-01 17:46:00,7.79,8.06,31.46,2019-10-01,"17:46:00"
"D04","CUPE","102","100",2019-10-01 17:47:00,2019-10-01 17:47:00,7.79,8.05,31.44,2019-10-01,"17:47:00"
"D04","CUPE","102","100",2019-10-01 17:48:00,2019-10-01 17:48:00,7.78,8.02,31.43,2019-10-01,"17:48:00"
"D04","CUPE","102","100",2019-10-01 17:49:00,2019-10-01 17:49:00,7.79,8.05,31.45,2019-10-01,"17:49:00"
"D04","CUPE","102","100",2019-10-01 17:50:00,2019-10-01 17:50:00,7.79,8.05,31.46,2019-10-01,"17:50:00"
"D04","CUPE","102","100",2019-10-01 17:51:00,2019-10-01 17:51:00,7.79,8.05,31.44,2019-10-01,"17:51:00"
"D04","CUPE","102","100",2019-10-01 17:52:00,2019-10-01 17:52:00,7.79,8.06,31.42,2019-10-01,"17:52:00"
"D04","CUPE","102","100",2019-10-01 17:53:00,2019-10-01 17:53:00,7.78,8.03,31.42,2019-10-01,"17:53:00"
"D04","CUPE","102","100",2019-10-01 17:54:00,2019-10-01 17:54:00,7.78,8.06,31.44,2019-10-01,"17:54:00"
"D04","CUPE","102","100",2019-10-01 17:55:00,2019-10-01 17:55:00,7.78,8.06,31.46,2019-10-01,"17:55:00"
"D04","CUPE","102","100",2019-10-01 17:56:00,2019-10-01 17:56:00,7.78,8.05,31.45,2019-10-01,"17:56:00"
"D04","CUPE","102","100",2019-10-01 17:57:00,2019-10-01 17:57:00,7.78,8.05,31.45,2019-10-01,"17:57:00"
"D04","CUPE","102","100",2019-10-01 17:58:00,2019-10-01 17:58:00,7.78,8.02,31.43,2019-10-01,"17:58:00"
"D04","CUPE","102","100",2019-10-01 17:59:00,2019-10-01 17:59:00,7.78,8.05,31.44,2019-10-01,"17:59:00"
"D04","CUPE","102","100",2019-10-01 18:00:00,2019-10-01 18:00:00,7.78,8.05,31.45,2019-10-01,"18:00:00"
"D04","CUPE","102","100",2019-10-01 18:01:00,2019-10-01 18:01:00,7.78,8.05,31.44,2019-10-01,"18:01:00"
"D04","CUPE","102","100",2019-10-01 18:02:00,2019-10-01 18:02:00,7.78,8.05,31.44,2019-10-01,"18:02:00"
"D04","CUPE","102","100",2019-10-01 18:03:00,2019-10-01 18:03:00,7.78,8.01,31.45,2019-10-01,"18:03:00"
"D04","CUPE","102","100",2019-10-01 18:04:00,2019-10-01 18:04:00,7.78,8.05,31.45,2019-10-01,"18:04:00"
"D04","CUPE","102","100",2019-10-01 18:05:00,2019-10-01 18:05:00,7.78,8.05,31.46,2019-10-01,"18:05:00"
"D04","CUPE","102","100",2019-10-01 18:06:00,2019-10-01 18:06:00,7.78,8.05,31.44,2019-10-01,"18:06:00"
